AuthorName	TitleName	TagName
Kafka, Franz	Metamorphosis	Literatura Universal
Kafka, Franz	La metamorfosis	Literatura Universal
Kafka, Franz	La metamorfosis	Palabras sinfónicas (audiolibros)
Kafka, Franz	La condena	Literatura Universal
Kafka, Franz	Ante la ley	Literatura Universal
