AuthorName	TitleName	TagName
Saint-Exupéry, Antoine de	Vuelo nocturno	Literatura Universal
Saint-Exupéry, Antoine de	El Principito	Literatura Universal
Saint-Exupéry, Antoine de	El Principito	Infantil y juvenil
Saint-Exupéry, Antoine de	El Principito	Autoayuda
Saint-Exupéry, Antoine de	El Principito	Palabras sinfónicas (audiolibros)
